Sale_Date,Branch,Item_Code,Invoice_No,Customer_Name,Customer_Id,Quantity,Free_Qty,Price,Amount_USD,Sales_Type
2024-12-18,Matadi Shop,FG00355,INV-20241218-Mat-362,Customer_14,CUST014,9,0,3.57,32.129999999999995,Retail
2024-12-26,Mbandaka Shop,FG00140,INV-20241226-Mba-369,Customer_42,CUST042,12,0,38.9,466.79999999999995,Wholesale
2024-12-19,Goma Shop,FG00016,INV-20241219-Gom-704,Customer_2,CUST002,28,2,14.98,449.40000000000003,Hospital
2024-12-26,Bukavu Shop,FG00425,INV-20241226-Buk-135,Customer_65,CUST065,19,2,3.06,64.26,Wholesale
2024-12-27,Tshikapa Shop,FG00355,INV-20241227-Tsh-448,Customer_34,CUST034,24,3,3.57,96.39,Wholesale
2024-12-14,Kisangani Shop,FG00351,INV-20241214-Kis-953,Customer_70,CUST070,15,0,25.65,384.75,Wholesale
2024-12-19,Lubumbashi,FG00250,INV-20241219-Lub-380,Customer_78,CUST078,15,0,42.8,642.0,Retail
2024-12-10,Appolo Depot,FG00341,INV-20241210-App-397,Customer_3,CUST003,6,0,25.09,150.54,Hospital
2024-12-12,Gemena Shop,FG00477,INV-20241212-Gem-553,Customer_84,CUST084,15,2,4.62,78.54,Wholesale
2024-12-06,Bunia Shop,FG00435,INV-20241206-Bun-742,Customer_98,CUST098,32,0,4.1,131.2,Hospital
2024-12-10,Gemena Shop,FG00208,INV-20241210-Gem-187,Customer_78,CUST078,29,0,26.81,777.49,Hospital
2024-12-26,Goma Shop,FG00100,INV-20241226-Gom-977,Customer_51,CUST051,30,0,6.29,188.7,Wholesale
2024-12-16,Tshikapa Shop,FG00269,INV-20241216-Tsh-226,Customer_52,CUST052,1,2,14.9,44.7,Wholesale
2024-12-10,Matadi Kibala,FG00456,INV-20241210-Mat-114,Customer_75,CUST075,16,0,20.11,321.76,Retail
2024-12-26,Matadi Kibala,FG00067,INV-20241226-Mat-497,Customer_58,CUST058,27,0,6.33,170.91,Retail
2024-12-04,Matadi Kibala,FG00199,INV-20241204-Mat-653,Customer_93,CUST093,6,0,35.58,213.48,Wholesale
2024-12-14,Kinshasa,FG00394,INV-20241214-Kin-634,Customer_77,CUST077,31,0,58.56,1815.3600000000001,Retail
2024-12-09,Matete Shop,FG00449,INV-20241209-Mat-904,Customer_81,CUST081,5,0,29.16,145.8,Hospital
2024-12-14,Pompage Shop,FG00334,INV-20241214-Pom-478,Customer_51,CUST051,13,0,6.69,86.97,Wholesale
2024-12-06,Millennial Shop,FG00382,INV-20241206-Mil-402,Customer_88,CUST088,10,0,28.11,281.1,Retail
2024-12-06,Matadi Shop,FG00460,INV-20241206-Mat-235,Customer_64,CUST064,2,0,5.46,10.92,Retail
2024-12-03,Appolo Depot,FG00166,INV-20241203-App-307,Customer_23,CUST023,20,0,33.54,670.8,Wholesale
2024-12-05,Bukavu Shop,FG00424,INV-20241205-Buk-100,Customer_5,CUST005,38,4,20.18,847.56,Hospital
2024-12-11,Likasi Shop,FG00308,INV-20241211-Lik-563,Customer_9,CUST009,20,0,16.82,336.4,Retail
2024-12-04,Kikwit Shop,FG00490,INV-20241204-Kik-891,Customer_44,CUST044,31,2,66.93,2208.69,Retail
2024-12-01,Kikwit Shop,FG00465,INV-20241201-Kik-438,Customer_30,CUST030,24,1,48.15,1203.75,Retail
2024-12-25,Pascal Shop,FG00097,INV-20241225-Pas-378,Customer_66,CUST066,21,2,21.29,489.66999999999996,Wholesale
2024-12-14,Goma,FG00169,INV-20241214-Gom-335,Customer_80,CUST080,14,0,3.0,42.0,Wholesale
2024-12-22,Appolo Depot,FG00125,INV-20241222-App-835,Customer_93,CUST093,19,0,12.17,231.23,Hospital
2024-12-04,Kinshasa,FG00310,INV-20241204-Kin-999,Customer_19,CUST019,19,0,11.42,216.98,Hospital
2024-12-09,Kananga Shop,FG00456,INV-20241209-Kan-211,Customer_93,CUST093,28,0,20.11,563.0799999999999,Wholesale
2024-12-23,Matadi Shop,FG00144,INV-20241223-Mat-908,Customer_69,CUST069,19,3,12.59,276.98,Wholesale
2024-12-17,Kisangani Shop,FG00136,INV-20241217-Kis-797,Customer_26,CUST026,31,0,13.47,417.57,Hospital
2024-12-15,Pompage Shop,FG00303,INV-20241215-Pom-805,Customer_20,CUST020,33,2,21.99,769.65,Wholesale
2024-12-02,Appolo Depot,FG00050,INV-20241202-App-643,Customer_55,CUST055,23,3,8.05,209.3,Retail
2024-12-08,Pascal Shop,FG00112,INV-20241208-Pas-986,Customer_73,CUST073,35,0,8.9,311.5,Hospital
2024-12-24,Pascal Shop,FG00258,INV-20241224-Pas-143,Customer_2,CUST002,1,0,35.11,35.11,Hospital
2024-12-19,Matadi Kibala,FG00078,INV-20241219-Mat-518,Customer_21,CUST021,6,3,4.63,41.67,Wholesale
2024-12-15,Quartier 1 Shop,FG00416,INV-20241215-Qua-470,Customer_43,CUST043,17,0,34.45,585.6500000000001,Hospital
2024-12-16,Bibwa Shop,FG00498,INV-20241216-Bib-987,Customer_45,CUST045,13,0,7.21,93.73,Retail
2024-12-14,NCPC Shop,FG00393,INV-20241214-NCP-635,Customer_65,CUST065,7,1,15.38,123.04,Hospital
2024-12-05,UPN,FG00384,INV-20241205-UPN-943,Customer_64,CUST064,5,4,35.2,316.8,Hospital
2024-12-05,Bunia Shop,FG00160,INV-20241205-Bun-231,Customer_24,CUST024,19,0,36.68,696.92,Hospital
2024-12-11,UPN,FG00168,INV-20241211-UPN-639,Customer_60,CUST060,19,0,10.14,192.66000000000003,Hospital
2024-12-18,Liberte,FG00284,INV-20241218-Lib-355,Customer_6,CUST006,25,0,4.49,112.25,Wholesale
2024-12-11,Kikwit Shop,FG00118,INV-20241211-Kik-291,Customer_68,CUST068,29,0,8.11,235.19,Hospital
2024-12-16,R P Ngaba,FG00004,INV-20241216-R P-506,Customer_57,CUST057,29,3,30.33,970.56,Wholesale
2024-12-14,Matadi Kibala,FG00469,INV-20241214-Mat-645,Customer_6,CUST006,13,0,17.94,233.22000000000003,Retail
2024-12-18,Millennial Shop,FG00154,INV-20241218-Mil-947,Customer_90,CUST090,17,0,24.98,424.66,Hospital
2024-12-15,Pascal Shop,FG00371,INV-20241215-Pas-740,Customer_8,CUST008,27,0,5.94,160.38000000000002,Wholesale
2024-12-11,NCPC Shop,FG00037,INV-20241211-NCP-833,Customer_28,CUST028,14,0,12.74,178.36,Wholesale
2024-12-18,Kikwit Shop,FG00310,INV-20241218-Kik-895,Customer_48,CUST048,19,0,11.42,216.98,Hospital
2024-12-05,Matete Shop,FG00066,INV-20241205-Mat-135,Customer_84,CUST084,23,0,41.38,951.74,Wholesale
2024-12-27,Kolwezi Shop,FG00365,INV-20241227-Kol-363,Customer_11,CUST011,27,0,37.7,1017.9000000000001,Wholesale
2024-12-08,Kinshasa,FG00326,INV-20241208-Kin-924,Customer_2,CUST002,27,1,55.74,1560.72,Wholesale
2024-12-03,Mwevu Shop,FG00473,INV-20241203-Mwe-705,Customer_19,CUST019,27,0,3.11,83.97,Hospital
2024-12-13,Likasi Shop,FG00181,INV-20241213-Lik-377,Customer_40,CUST040,27,3,17.71,531.3000000000001,Retail
2024-12-07,Matadi Shop,FG00305,INV-20241207-Mat-199,Customer_62,CUST062,33,3,29.26,1053.3600000000001,Retail
2024-12-22,Kikwit Shop,FG00117,INV-20241222-Kik-383,Customer_32,CUST032,34,0,32.3,1098.1999999999998,Hospital
2024-12-15,R P Ngaba,FG00319,INV-20241215-R P-578,Customer_79,CUST079,22,0,8.67,190.74,Retail
2024-12-03,Goma,FG00385,INV-20241203-Gom-910,Customer_27,CUST027,20,0,29.62,592.4,Hospital
2024-12-10,Kisangani Shop,FG00151,INV-20241210-Kis-608,Customer_77,CUST077,28,0,45.51,1274.28,Wholesale
2024-12-24,Goma Shop,FG00417,INV-20241224-Gom-741,Customer_53,CUST053,27,0,12.3,332.1,Retail
2024-12-24,Pascal Shop,FG00429,INV-20241224-Pas-513,Customer_66,CUST066,16,2,18.19,327.42,Retail
2024-12-23,Tshikapa Shop,FG00060,INV-20241223-Tsh-257,Customer_76,CUST076,19,0,25.41,482.79,Wholesale
2024-12-20,Kananga Shop,FG00112,INV-20241220-Kan-627,Customer_29,CUST029,11,0,8.9,97.9,Retail
2024-12-16,Kolwezi Shop,FG00299,INV-20241216-Kol-319,Customer_27,CUST027,32,2,25.22,857.48,Retail
2024-12-06,R P Ngaba,FG00096,INV-20241206-R P-429,Customer_78,CUST078,40,0,20.16,806.4,Wholesale
2024-12-18,Lubumbashi,FG00476,INV-20241218-Lub-396,Customer_2,CUST002,3,1,39.73,158.92,Wholesale
2024-12-07,Unique Commercial,FG00160,INV-20241207-Uni-998,Customer_95,CUST095,20,3,36.68,843.64,Hospital
2024-12-07,Matete Shop,FG00285,INV-20241207-Mat-582,Customer_59,CUST059,23,0,23.47,539.81,Hospital
2024-12-28,Millennial Shop,FG00131,INV-20241228-Mil-326,Customer_3,CUST003,23,0,17.16,394.68,Wholesale
2024-12-13,Kingaraz,FG00441,INV-20241213-Kin-461,Customer_98,CUST098,8,0,4.13,33.04,Wholesale
2024-12-01,Kinshasa,FG00345,INV-20241201-Kin-834,Customer_49,CUST049,23,0,30.8,708.4,Retail
2024-12-06,Appolo Depot,FG00062,INV-20241206-App-906,Customer_24,CUST024,14,2,14.3,228.8,Hospital
2024-12-21,Tshikapa Shop,FG00062,INV-20241221-Tsh-979,Customer_28,CUST028,10,0,14.3,143.0,Hospital
2024-12-14,R P Ngaba,FG00247,INV-20241214-R P-880,Customer_34,CUST034,36,0,17.58,632.8799999999999,Wholesale
2024-12-05,Quartier 1 Shop,FG00134,INV-20241205-Qua-713,Customer_28,CUST028,32,0,14.03,448.96,Retail
2024-12-07,Kinshasa,FG00465,INV-20241207-Kin-468,Customer_100,CUST100,10,0,48.15,481.5,Hospital
2024-12-19,Quartier 1 Shop,FG00292,INV-20241219-Qua-137,Customer_98,CUST098,1,0,2.83,2.83,Wholesale
2024-12-13,Matete Shop,FG00017,INV-20241213-Mat-460,Customer_70,CUST070,12,2,12.73,178.22,Retail
2024-12-04,Liberte,FG00104,INV-20241204-Lib-310,Customer_34,CUST034,15,0,25.92,388.8,Wholesale
2024-12-17,Mwevu Shop,FG00297,INV-20241217-Mwe-193,Customer_72,CUST072,24,0,38.73,929.52,Retail
2024-12-17,Likasi Shop,FG00441,INV-20241217-Lik-200,Customer_45,CUST045,27,1,4.13,115.64,Retail
