Sale_Date,Branch,Item_Code,Invoice_No,Customer_Name,Customer_Id,Quantity,Free_Qty,Price,Amount_USD,Sales_Type
2026-05-24,Matadi Kibala,FG00414,INV-20260524-Mat-590,Customer_9,CUST009,9,1,43.65,436.5,Wholesale
2026-05-22,Bukavu Shop,FG00240,INV-20260522-Buk-559,Customer_62,CUST062,19,2,7.74,162.54,Hospital
2026-05-09,Kimpese Shop,FG00089,INV-20260509-Kim-233,Customer_25,CUST025,20,0,35.58,711.5999999999999,Wholesale
2026-05-17,Matadi Kibala,FG00193,INV-20260517-Mat-280,Customer_4,CUST004,22,0,45.12,992.64,Retail
2026-05-14,Pompage Shop,FG00015,INV-20260514-Pom-822,Customer_20,CUST020,19,0,9.91,188.29,Wholesale
2026-05-14,Gemena Shop,FG00057,INV-20260514-Gem-322,Customer_61,CUST061,22,1,4.27,98.21,Hospital
2026-05-05,NCPC Shop,FG00106,INV-20260505-NCP-198,Customer_63,CUST063,16,0,13.22,211.52,Retail
2026-05-28,Goma,FG00401,INV-20260528-Gom-748,Customer_21,CUST021,14,3,4.84,82.28,Wholesale
2026-05-03,Goma Shop,FG00046,INV-20260503-Gom-249,Customer_28,CUST028,34,0,33.46,1137.64,Wholesale
2026-05-19,Lubumbashi,FG00048,INV-20260519-Lub-295,Customer_81,CUST081,25,0,21.18,529.5,Wholesale
2026-05-08,Millennial Shop,FG00193,INV-20260508-Mil-886,Customer_62,CUST062,33,2,45.12,1579.1999999999998,Wholesale
2026-05-06,Boma Shop,FG00277,INV-20260506-Bom-138,Customer_7,CUST007,21,0,60.18,1263.78,Retail
2026-05-04,Unique Commercial,FG00470,INV-20260504-Uni-944,Customer_39,CUST039,17,0,38.56,655.52,Retail
2026-05-13,Kolwezi Shop,FG00139,INV-20260513-Kol-733,Customer_59,CUST059,16,0,15.06,240.96,Wholesale
2026-05-28,R P Ngaba,FG00132,INV-20260528-R P-235,Customer_31,CUST031,5,0,11.88,59.400000000000006,Retail
2026-05-21,Pascal Shop,FG00230,INV-20260521-Pas-956,Customer_34,CUST034,24,2,31.93,830.18,Hospital
2026-05-23,Likasi Shop,FG00350,INV-20260523-Lik-369,Customer_93,CUST093,8,0,25.34,202.72,Retail
2026-05-12,Appolo Depot,FG00416,INV-20260512-App-198,Customer_27,CUST027,12,0,34.45,413.40000000000003,Wholesale
2026-05-15,Kikwit Shop,FG00499,INV-20260515-Kik-863,Customer_67,CUST067,31,0,48.75,1511.25,Hospital
2026-05-01,Matadi Kibala,FG00044,INV-20260501-Mat-411,Customer_61,CUST061,11,2,45.56,592.28,Wholesale
2026-05-08,Mbandaka Shop,FG00378,INV-20260508-Mba-739,Customer_55,CUST055,18,0,1.71,30.78,Wholesale
2026-05-16,Unique Commercial,FG00264,INV-20260516-Uni-387,Customer_37,CUST037,25,1,21.12,549.12,Hospital
2026-05-20,Goma Shop,FG00196,INV-20260520-Gom-258,Customer_60,CUST060,20,2,14.49,318.78000000000003,Wholesale
2026-05-12,Mbandaka Shop,FG00419,INV-20260512-Mba-800,Customer_41,CUST041,22,2,27.16,651.84,Hospital
2026-05-26,Kikwit Shop,FG00161,INV-20260526-Kik-701,Customer_44,CUST044,23,0,19.02,437.46,Retail
2026-05-07,UPN,FG00266,INV-20260507-UPN-241,Customer_95,CUST095,41,4,55.95,2517.75,Wholesale
2026-05-04,Kingaraz,FG00463,INV-20260504-Kin-987,Customer_16,CUST016,13,0,56.34,732.4200000000001,Retail
2026-05-23,Goma,FG00214,INV-20260523-Gom-205,Customer_29,CUST029,25,0,9.59,239.75,Hospital
2026-05-27,Liberte,FG00305,INV-20260527-Lib-450,Customer_68,CUST068,21,0,29.26,614.46,Retail
2026-05-08,Kananga Shop,FG00418,INV-20260508-Kan-729,Customer_43,CUST043,30,0,17.1,513.0,Retail
2026-05-16,Lubumbashi,FG00441,INV-20260516-Lub-464,Customer_12,CUST012,22,0,4.13,90.86,Retail
2026-05-11,R P Ngaba,FG00441,INV-20260511-R P-827,Customer_91,CUST091,20,0,4.13,82.6,Hospital
2026-05-24,Matadi Kibala,FG00094,INV-20260524-Mat-969,Customer_63,CUST063,31,0,28.5,883.5,Retail
2026-05-01,Pompage Shop,FG00474,INV-20260501-Pom-298,Customer_9,CUST009,32,0,35.74,1143.68,Hospital
2026-05-06,Pascal Shop,FG00049,INV-20260506-Pas-896,Customer_15,CUST015,11,1,27.79,333.48,Hospital
2026-05-23,Liberte,FG00494,INV-20260523-Lib-720,Customer_59,CUST059,20,0,10.22,204.4,Hospital
2026-05-23,Likasi Shop,FG00032,INV-20260523-Lik-243,Customer_65,CUST065,17,0,9.36,159.12,Wholesale
2026-05-08,Mwevu Shop,FG00390,INV-20260508-Mwe-635,Customer_79,CUST079,24,0,40.53,972.72,Wholesale
2026-05-12,Liberte,FG00345,INV-20260512-Lib-636,Customer_46,CUST046,29,0,30.8,893.2,Retail
2026-05-09,Bunia Shop,FG00409,INV-20260509-Bun-292,Customer_2,CUST002,37,0,45.36,1678.32,Hospital
2026-05-04,Quartier 1 Shop,FG00407,INV-20260504-Qua-595,Customer_6,CUST006,25,0,20.07,501.75,Hospital
2026-05-27,Mbandaka Shop,FG00107,INV-20260527-Mba-701,Customer_96,CUST096,11,0,21.11,232.20999999999998,Hospital
2026-05-11,Gemena Shop,FG00472,INV-20260511-Gem-174,Customer_45,CUST045,18,0,48.52,873.36,Retail
2026-05-28,Liberte,FG00369,INV-20260528-Lib-606,Customer_26,CUST026,19,2,8.47,177.87,Wholesale
2026-05-21,Likasi Shop,FG00268,INV-20260521-Lik-663,Customer_92,CUST092,23,0,35.42,814.6600000000001,Retail
2026-05-22,Kananga Shop,FG00440,INV-20260522-Kan-812,Customer_8,CUST008,40,0,3.99,159.60000000000002,Wholesale
2026-05-28,Tshikapa Shop,FG00009,INV-20260528-Tsh-952,Customer_12,CUST012,15,0,24.36,365.4,Hospital
2026-05-02,Pascal Shop,FG00383,INV-20260502-Pas-326,Customer_54,CUST054,23,0,31.82,731.86,Retail
2026-05-19,Kimpese Shop,FG00268,INV-20260519-Kim-892,Customer_81,CUST081,43,1,35.42,1558.48,Wholesale
2026-05-12,Millennial Shop,FG00493,INV-20260512-Mil-394,Customer_36,CUST036,21,0,11.67,245.07,Hospital
2026-05-07,Liberte,FG00075,INV-20260507-Lib-292,Customer_26,CUST026,10,2,53.46,641.52,Retail
2026-05-22,Millennial Shop,FG00423,INV-20260522-Mil-252,Customer_25,CUST025,12,0,8.21,98.52000000000001,Hospital
2026-05-20,Mbandaka Shop,FG00046,INV-20260520-Mba-418,Customer_6,CUST006,30,2,33.46,1070.72,Hospital
2026-05-25,Boma Shop,FG00215,INV-20260525-Bom-137,Customer_35,CUST035,10,0,28.72,287.2,Wholesale
2026-05-07,Gemena Shop,FG00071,INV-20260507-Gem-316,Customer_85,CUST085,28,0,31.07,869.96,Wholesale
2026-05-14,Unique Commercial,FG00378,INV-20260514-Uni-852,Customer_23,CUST023,21,0,1.71,35.91,Hospital
2026-05-06,Liberte,FG00139,INV-20260506-Lib-634,Customer_32,CUST032,29,0,15.06,436.74,Retail
2026-05-12,Matadi Kibala,FG00308,INV-20260512-Mat-715,Customer_54,CUST054,8,0,16.82,134.56,Hospital
2026-05-03,Gemena Shop,FG00455,INV-20260503-Gem-398,Customer_86,CUST086,23,0,6.45,148.35,Retail
2026-05-08,NCPC Shop,FG00017,INV-20260508-NCP-792,Customer_48,CUST048,27,0,12.73,343.71000000000004,Retail
2026-05-03,Kisangani Shop,FG00016,INV-20260503-Kis-860,Customer_6,CUST006,15,0,14.98,224.70000000000002,Wholesale
2026-05-18,Unique Commercial,FG00056,INV-20260518-Uni-924,Customer_33,CUST033,7,1,69.25,554.0,Wholesale
2026-05-26,Kisangani Shop,FG00154,INV-20260526-Kis-838,Customer_82,CUST082,32,3,24.98,874.3000000000001,Retail
2026-05-09,Mwevu Shop,FG00035,INV-20260509-Mwe-496,Customer_95,CUST095,15,0,38.66,579.9,Retail
2026-05-07,Kikwit Shop,FG00442,INV-20260507-Kik-485,Customer_50,CUST050,15,0,39.48,592.1999999999999,Retail
2026-05-19,Goma,FG00226,INV-20260519-Gom-571,Customer_66,CUST066,15,0,12.96,194.4,Wholesale
2026-05-14,Bunia Shop,FG00347,INV-20260514-Bun-174,Customer_73,CUST073,24,0,32.12,770.8799999999999,Retail
2026-05-26,Liberte,FG00311,INV-20260526-Lib-830,Customer_81,CUST081,18,0,22.51,405.18,Hospital
2026-05-01,Kolwezi Shop,FG00384,INV-20260501-Kol-590,Customer_19,CUST019,12,0,35.2,422.40000000000003,Retail
2026-05-28,Likasi Shop,FG00351,INV-20260528-Lik-961,Customer_100,CUST100,31,0,25.65,795.15,Wholesale
2026-05-12,Goma,FG00078,INV-20260512-Gom-568,Customer_87,CUST087,21,0,4.63,97.23,Retail
2026-05-08,Matadi Shop,FG00228,INV-20260508-Mat-731,Customer_39,CUST039,24,0,20.26,486.24,Hospital
2026-05-23,Goma Shop,FG00212,INV-20260523-Gom-465,Customer_60,CUST060,2,0,27.92,55.84,Wholesale
2026-05-16,Bibwa Shop,FG00342,INV-20260516-Bib-301,Customer_98,CUST098,1,0,19.36,19.36,Retail
2026-05-03,Matadi Kibala,FG00232,INV-20260503-Mat-823,Customer_27,CUST027,5,1,25.63,153.78,Wholesale
2026-05-05,Matadi Kibala,FG00162,INV-20260505-Mat-639,Customer_88,CUST088,25,0,25.58,639.5,Retail
2026-05-15,R P Ngaba,FG00442,INV-20260515-R P-422,Customer_37,CUST037,35,0,39.48,1381.8,Retail
2026-05-26,Matete Shop,FG00398,INV-20260526-Mat-165,Customer_79,CUST079,21,0,22.02,462.42,Wholesale
2026-05-03,Pompage Shop,FG00485,INV-20260503-Pom-838,Customer_98,CUST098,33,0,23.7,782.1,Retail
2026-05-15,Kisangani Shop,FG00113,INV-20260515-Kis-154,Customer_44,CUST044,11,0,37.25,409.75,Retail
2026-05-04,Likasi Shop,FG00084,INV-20260504-Lik-189,Customer_18,CUST018,25,0,4.11,102.75000000000001,Hospital
2026-05-20,Tshikapa Shop,FG00113,INV-20260520-Tsh-240,Customer_57,CUST057,20,0,37.25,745.0,Retail
2026-05-09,Tshikapa Shop,FG00262,INV-20260509-Tsh-363,Customer_38,CUST038,28,0,39.61,1109.08,Hospital
2026-05-26,Appolo Depot,FG00319,INV-20260526-App-223,Customer_57,CUST057,17,0,8.67,147.39,Retail
2026-05-05,Mbandaka Shop,FG00016,INV-20260505-Mba-319,Customer_44,CUST044,24,0,14.98,359.52,Hospital
2026-05-01,Kinshasa,FG00411,INV-20260501-Kin-330,Customer_20,CUST020,31,1,16.65,532.8,Retail
2026-05-10,Mwevu Shop,FG00138,INV-20260510-Mwe-161,Customer_36,CUST036,22,0,35.45,779.9000000000001,Wholesale
2026-05-04,UPN,FG00340,INV-20260504-UPN-747,Customer_37,CUST037,27,3,4.63,138.9,Hospital
2026-05-18,Bibwa Shop,FG00029,INV-20260518-Bib-915,Customer_33,CUST033,7,0,24.02,168.14,Hospital
2026-05-01,Lubumbashi,FG00184,INV-20260501-Lub-986,Customer_24,CUST024,19,0,65.98,1253.6200000000001,Wholesale
2026-05-25,Appolo Depot,FG00419,INV-20260525-App-413,Customer_33,CUST033,28,0,27.16,760.48,Hospital
2026-05-08,Boma Shop,FG00487,INV-20260508-Bom-631,Customer_73,CUST073,20,0,3.23,64.6,Hospital
