Sale_Date,Branch,Item_Code,Invoice_No,Customer_Name,Customer_Id,Quantity,Free_Qty,Price,Amount_USD,Sales_Type
2025-01-22,Kinshasa,FG00474,INV-20250122-Kin-874,Customer_99,CUST099,31,0,35.74,1107.94,Hospital
2025-01-10,Millennial Shop,FG00390,INV-20250110-Mil-901,Customer_16,CUST016,26,1,40.53,1094.31,Retail
2025-01-10,Matete Shop,FG00055,INV-20250110-Mat-784,Customer_47,CUST047,33,0,45.45,1499.8500000000001,Wholesale
2025-01-18,Kinshasa,FG00457,INV-20250118-Kin-123,Customer_13,CUST013,26,1,1.56,42.120000000000005,Hospital
2025-01-10,Quartier 1 Shop,FG00210,INV-20250110-Qua-528,Customer_67,CUST067,9,0,13.32,119.88,Wholesale
2025-01-09,Appolo Depot,FG00492,INV-20250109-App-399,Customer_99,CUST099,28,0,31.39,878.9200000000001,Wholesale
2025-01-27,Millennial Shop,FG00031,INV-20250127-Mil-661,Customer_73,CUST073,23,0,24.62,566.26,Wholesale
2025-01-16,Pascal Shop,FG00059,INV-20250116-Pas-614,Customer_16,CUST016,21,1,4.83,106.26,Wholesale
2025-01-15,Kinshasa,FG00119,INV-20250115-Kin-574,Customer_42,CUST042,26,0,35.79,930.54,Retail
2025-01-23,Kolwezi Shop,FG00338,INV-20250123-Kol-129,Customer_97,CUST097,12,0,28.38,340.56,Wholesale
2025-01-08,Tshikapa Shop,FG00158,INV-20250108-Tsh-533,Customer_85,CUST085,18,3,38.32,804.72,Hospital
2025-01-19,Pompage Shop,FG00337,INV-20250119-Pom-930,Customer_77,CUST077,13,0,42.92,557.96,Hospital
2025-01-02,NCPC Shop,FG00328,INV-20250102-NCP-917,Customer_34,CUST034,9,2,24.78,272.58000000000004,Retail
2025-01-17,Kimpese Shop,FG00412,INV-20250117-Kim-709,Customer_80,CUST080,22,0,38.04,836.88,Hospital
2025-01-17,Appolo Depot,FG00134,INV-20250117-App-264,Customer_74,CUST074,18,0,14.03,252.54,Wholesale
2025-01-15,Goma,FG00145,INV-20250115-Gom-207,Customer_16,CUST016,14,2,14.96,239.36,Hospital
2025-01-07,Boma Shop,FG00048,INV-20250107-Bom-395,Customer_99,CUST099,11,0,21.18,232.98,Retail
2025-01-05,Mbandaka Shop,FG00043,INV-20250105-Mba-805,Customer_46,CUST046,23,1,2.15,51.599999999999994,Wholesale
2025-01-27,Kikwit Shop,FG00050,INV-20250127-Kik-270,Customer_16,CUST016,11,0,8.05,88.55000000000001,Wholesale
2025-01-12,Pascal Shop,FG00460,INV-20250112-Pas-122,Customer_8,CUST008,13,1,5.46,76.44,Retail
2025-01-09,Mbandaka Shop,FG00463,INV-20250109-Mba-302,Customer_35,CUST035,19,2,56.34,1183.14,Hospital
2025-01-27,Appolo Depot,FG00182,INV-20250127-App-580,Customer_88,CUST088,1,1,6.56,13.12,Wholesale
2025-01-01,Bukavu Shop,FG00108,INV-20250101-Buk-193,Customer_41,CUST041,16,0,30.42,486.72,Hospital
2025-01-22,Appolo Depot,FG00106,INV-20250122-App-364,Customer_44,CUST044,35,0,13.22,462.70000000000005,Retail
2025-01-21,Matadi Shop,FG00059,INV-20250121-Mat-755,Customer_4,CUST004,9,0,4.83,43.47,Retail
2025-01-01,Matadi Kibala,FG00006,INV-20250101-Mat-854,Customer_32,CUST032,21,0,12.96,272.16,Wholesale
2025-01-21,NCPC Shop,FG00028,INV-20250121-NCP-992,Customer_47,CUST047,34,0,39.3,1336.1999999999998,Retail
2025-01-06,Matadi Shop,FG00346,INV-20250106-Mat-762,Customer_21,CUST021,23,0,24.94,573.62,Wholesale
2025-01-26,Bibwa Shop,FG00335,INV-20250126-Bib-866,Customer_32,CUST032,11,1,2.6,31.200000000000003,Wholesale
2025-01-27,UPN,FG00287,INV-20250127-UPN-423,Customer_18,CUST018,11,0,19.05,209.55,Wholesale
2025-01-04,Unique Commercial,FG00427,INV-20250104-Uni-420,Customer_88,CUST088,12,0,33.95,407.40000000000003,Hospital
2025-01-25,Likasi Shop,FG00139,INV-20250125-Lik-911,Customer_53,CUST053,47,2,15.06,737.94,Hospital
2025-01-03,Mwevu Shop,FG00436,INV-20250103-Mwe-314,Customer_41,CUST041,31,2,28.28,933.24,Wholesale
2025-01-25,Bunia Shop,FG00275,INV-20250125-Bun-642,Customer_52,CUST052,3,2,26.06,130.29999999999998,Retail
2025-01-24,Kikwit Shop,FG00031,INV-20250124-Kik-971,Customer_35,CUST035,30,0,24.62,738.6,Hospital
2025-01-19,Likasi Shop,FG00496,INV-20250119-Lik-236,Customer_25,CUST025,11,0,14.65,161.15,Retail
2025-01-12,Kikwit Shop,FG00304,INV-20250112-Kik-623,Customer_45,CUST045,29,0,25.78,747.62,Retail
2025-01-23,NCPC Shop,FG00486,INV-20250123-NCP-441,Customer_81,CUST081,27,0,45.16,1219.32,Hospital
2025-01-06,Goma,FG00173,INV-20250106-Gom-423,Customer_64,CUST064,38,0,26.09,991.42,Retail
2025-01-28,Millennial Shop,FG00367,INV-20250128-Mil-699,Customer_12,CUST012,15,0,38.48,577.1999999999999,Hospital
2025-01-21,Bibwa Shop,FG00414,INV-20250121-Bib-907,Customer_34,CUST034,9,0,43.65,392.84999999999997,Wholesale
2025-01-05,Goma Shop,FG00093,INV-20250105-Gom-584,Customer_90,CUST090,16,0,57.42,918.72,Wholesale
2025-01-16,Pompage Shop,FG00130,INV-20250116-Pom-679,Customer_36,CUST036,34,0,39.05,1327.6999999999998,Wholesale
2025-01-09,Mbandaka Shop,FG00018,INV-20250109-Mba-926,Customer_37,CUST037,1,0,26.71,26.71,Retail
2025-01-02,Quartier 1 Shop,FG00005,INV-20250102-Qua-994,Customer_69,CUST069,1,0,6.91,6.91,Hospital
2025-01-05,Matadi Kibala,FG00153,INV-20250105-Mat-859,Customer_17,CUST017,20,0,6.48,129.60000000000002,Hospital
2025-01-15,Kikwit Shop,FG00413,INV-20250115-Kik-608,Customer_27,CUST027,15,0,71.37,1070.5500000000002,Wholesale
2025-01-19,Kisangani Shop,FG00403,INV-20250119-Kis-460,Customer_72,CUST072,20,2,25.76,566.72,Hospital
2025-01-28,Kolwezi Shop,FG00335,INV-20250128-Kol-696,Customer_3,CUST003,14,0,2.6,36.4,Retail
2025-01-05,Unique Commercial,FG00012,INV-20250105-Uni-124,Customer_33,CUST033,40,1,38.82,1591.6200000000001,Wholesale
2025-01-06,Kikwit Shop,FG00130,INV-20250106-Kik-848,Customer_46,CUST046,9,3,39.05,468.59999999999997,Retail
2025-01-20,Quartier 1 Shop,FG00023,INV-20250120-Qua-161,Customer_56,CUST056,16,0,12.26,196.16,Hospital
2025-01-27,Kisangani Shop,FG00073,INV-20250127-Kis-358,Customer_96,CUST096,19,2,1.91,40.11,Wholesale
2025-01-01,Bibwa Shop,FG00289,INV-20250101-Bib-469,Customer_18,CUST018,30,0,15.04,451.2,Hospital
2025-01-26,Kimpese Shop,FG00362,INV-20250126-Kim-227,Customer_26,CUST026,16,0,32.52,520.32,Hospital
2025-01-13,Boma Shop,FG00112,INV-20250113-Bom-764,Customer_8,CUST008,35,0,8.9,311.5,Retail
