Sale_Date,Branch,Item_Code,Invoice_No,Customer_Name,Customer_Id,Quantity,Free_Qty,Price,Amount_USD,Sales_Type
2024-09-22,Kisangani Shop,FG00206,INV-20240922-Kis-963,Customer_89,CUST089,17,1,2.17,39.06,Retail
2024-09-25,Goma Shop,FG00296,INV-20240925-Gom-248,Customer_96,CUST096,26,3,26.59,771.11,Hospital
2024-09-20,Unique Commercial,FG00339,INV-20240920-Uni-159,Customer_62,CUST062,12,0,24.23,290.76,Wholesale
2024-09-11,Kisangani Shop,FG00144,INV-20240911-Kis-151,Customer_34,CUST034,1,0,12.59,12.59,Wholesale
2024-09-24,Appolo Depot,FG00297,INV-20240924-App-562,Customer_70,CUST070,19,0,38.73,735.8699999999999,Retail
2024-09-05,R P Ngaba,FG00144,INV-20240905-R P-297,Customer_67,CUST067,22,0,12.59,276.98,Retail
2024-09-03,Unique Commercial,FG00229,INV-20240903-Uni-510,Customer_99,CUST099,22,0,44.71,983.62,Hospital
2024-09-02,Pompage Shop,FG00172,INV-20240902-Pom-727,Customer_68,CUST068,16,0,1.45,23.2,Hospital
2024-09-26,Kananga Shop,FG00427,INV-20240926-Kan-695,Customer_37,CUST037,21,0,33.95,712.95,Hospital
2024-09-15,Boma Shop,FG00162,INV-20240915-Bom-209,Customer_18,CUST018,35,0,25.58,895.3,Wholesale
2024-09-04,Unique Commercial,FG00143,INV-20240904-Uni-909,Customer_53,CUST053,23,0,25.37,583.51,Wholesale
2024-09-14,Goma Shop,FG00265,INV-20240914-Gom-734,Customer_71,CUST071,16,1,35.19,598.23,Hospital
2024-09-22,Kimpese Shop,FG00482,INV-20240922-Kim-543,Customer_2,CUST002,18,3,28.07,589.47,Retail
2024-09-16,NCPC Shop,FG00324,INV-20240916-NCP-420,Customer_91,CUST091,18,1,14.72,279.68,Wholesale
2024-09-28,Mbandaka Shop,FG00049,INV-20240928-Mba-948,Customer_26,CUST026,15,3,27.79,500.21999999999997,Retail
2024-09-06,Gemena Shop,FG00490,INV-20240906-Gem-559,Customer_46,CUST046,39,0,66.93,2610.2700000000004,Retail
