Sale_Date,Branch,Item_Code,Invoice_No,Customer_Name,Customer_Id,Quantity,Free_Qty,Price,Amount_USD,Sales_Type
2026-07-05,Pompage Shop,FG00136,INV-20260705-Pom-595,Customer_33,CUST033,14,0,13.47,188.58,Wholesale
2026-07-05,Quartier 1 Shop,FG00050,INV-20260705-Qua-782,Customer_98,CUST098,22,0,8.05,177.10000000000002,Wholesale
2026-07-04,Mbandaka Shop,FG00315,INV-20260704-Mba-298,Customer_71,CUST071,40,0,62.94,2517.6,Hospital
2026-07-19,Tshikapa Shop,FG00036,INV-20260719-Tsh-258,Customer_94,CUST094,14,0,60.91,852.74,Hospital
2026-07-26,Tshikapa Shop,FG00367,INV-20260726-Tsh-174,Customer_36,CUST036,9,0,38.48,346.32,Wholesale
2026-07-12,Matete Shop,FG00465,INV-20260712-Mat-778,Customer_66,CUST066,17,0,48.15,818.55,Hospital
2026-07-14,Kinshasa,FG00168,INV-20260714-Kin-490,Customer_2,CUST002,9,0,10.14,91.26,Retail
2026-07-04,Gemena Shop,FG00351,INV-20260704-Gem-290,Customer_54,CUST054,36,2,25.65,974.6999999999999,Wholesale
2026-07-20,Appolo Depot,FG00106,INV-20260720-App-324,Customer_72,CUST072,29,0,13.22,383.38,Hospital
2026-07-25,Mbandaka Shop,FG00034,INV-20260725-Mba-846,Customer_54,CUST054,17,0,71.25,1211.25,Wholesale
2026-07-13,Millennial Shop,FG00486,INV-20260713-Mil-298,Customer_100,CUST100,8,0,45.16,361.28,Wholesale
2026-07-19,Goma,FG00404,INV-20260719-Gom-411,Customer_65,CUST065,6,0,62.25,373.5,Hospital
2026-07-21,NCPC Shop,FG00263,INV-20260721-NCP-482,Customer_72,CUST072,10,2,7.86,94.32000000000001,Retail
2026-07-12,Matadi Kibala,FG00305,INV-20260712-Mat-205,Customer_71,CUST071,25,2,29.26,790.0200000000001,Retail
2026-07-28,Tshikapa Shop,FG00086,INV-20260728-Tsh-391,Customer_22,CUST022,5,0,13.54,67.69999999999999,Hospital
2026-07-12,Mwevu Shop,FG00100,INV-20260712-Mwe-697,Customer_22,CUST022,19,0,6.29,119.51,Hospital
2026-07-01,UPN,FG00079,INV-20260701-UPN-210,Customer_54,CUST054,24,0,18.56,445.43999999999994,Wholesale
2026-07-09,Kisangani Shop,FG00431,INV-20260709-Kis-452,Customer_2,CUST002,24,0,8.01,192.24,Retail
2026-07-11,Bukavu Shop,FG00395,INV-20260711-Buk-559,Customer_24,CUST024,8,0,17.7,141.6,Wholesale
2026-07-17,Kisangani Shop,FG00390,INV-20260717-Kis-974,Customer_37,CUST037,29,0,40.53,1175.3700000000001,Hospital
