Sale_Date,Branch,Item_Code,Invoice_No,Customer_Name,Customer_Id,Quantity,Free_Qty,Price,Amount_USD,Sales_Type
2024-06-16,Bunia Shop,FG00423,INV-20240616-Bun-737,Customer_14,CUST014,21,0,8.21,172.41000000000003,Hospital
2024-06-28,Liberte,FG00474,INV-20240628-Lib-468,Customer_50,CUST050,11,0,35.74,393.14000000000004,Hospital
2024-06-18,Kisangani Shop,FG00275,INV-20240618-Kis-257,Customer_57,CUST057,25,2,26.06,703.62,Hospital
2024-06-16,Appolo Depot,FG00174,INV-20240616-App-284,Customer_9,CUST009,1,0,18.15,18.15,Retail
2024-06-11,Lubumbashi,FG00411,INV-20240611-Lub-451,Customer_89,CUST089,26,2,16.65,466.19999999999993,Wholesale
2024-06-13,Kolwezi Shop,FG00365,INV-20240613-Kol-842,Customer_65,CUST065,10,0,37.7,377.0,Hospital
2024-06-05,Mbandaka Shop,FG00249,INV-20240605-Mba-562,Customer_25,CUST025,24,0,48.22,1157.28,Hospital
2024-06-25,Matadi Shop,FG00407,INV-20240625-Mat-186,Customer_17,CUST017,11,0,20.07,220.77,Retail
2024-06-02,Unique Commercial,FG00272,INV-20240602-Uni-142,Customer_66,CUST066,20,0,40.7,814.0,Retail
2024-06-23,Goma Shop,FG00353,INV-20240623-Gom-728,Customer_96,CUST096,7,0,49.92,349.44,Retail
2024-06-22,Matadi Shop,FG00233,INV-20240622-Mat-398,Customer_63,CUST063,2,1,29.27,87.81,Hospital
2024-06-02,Kisangani Shop,FG00307,INV-20240602-Kis-701,Customer_14,CUST014,18,0,21.04,378.71999999999997,Hospital
2024-06-20,Kananga Shop,FG00356,INV-20240620-Kan-425,Customer_77,CUST077,16,0,32.48,519.68,Hospital
2024-06-25,Unique Commercial,FG00253,INV-20240625-Uni-245,Customer_23,CUST023,8,0,42.71,341.68,Wholesale
2024-06-13,Kananga Shop,FG00128,INV-20240613-Kan-286,Customer_59,CUST059,16,0,43.18,690.88,Retail
2024-06-01,Kikwit Shop,FG00439,INV-20240601-Kik-215,Customer_19,CUST019,22,0,53.41,1175.02,Wholesale
2024-06-06,Matadi Kibala,FG00348,INV-20240606-Mat-705,Customer_34,CUST034,19,0,3.22,61.18000000000001,Hospital
2024-06-13,UPN,FG00466,INV-20240613-UPN-101,Customer_95,CUST095,21,0,15.5,325.5,Hospital
2024-06-18,UPN,FG00104,INV-20240618-UPN-409,Customer_38,CUST038,13,3,25.92,414.72,Wholesale
2024-06-27,Goma,FG00157,INV-20240627-Gom-611,Customer_67,CUST067,8,0,27.14,217.12,Hospital
2024-06-20,Bukavu Shop,FG00007,INV-20240620-Buk-923,Customer_3,CUST003,24,0,3.85,92.4,Retail
2024-06-01,Kikwit Shop,FG00315,INV-20240601-Kik-619,Customer_99,CUST099,31,0,62.94,1951.1399999999999,Hospital
2024-06-12,Matadi Shop,FG00314,INV-20240612-Mat-294,Customer_41,CUST041,24,1,48.17,1204.25,Hospital
2024-06-15,Millennial Shop,FG00132,INV-20240615-Mil-506,Customer_24,CUST024,14,0,11.88,166.32000000000002,Wholesale
2024-06-21,NCPC Shop,FG00082,INV-20240621-NCP-858,Customer_77,CUST077,30,0,31.54,946.1999999999999,Wholesale
2024-06-14,Kisangani Shop,FG00138,INV-20240614-Kis-585,Customer_64,CUST064,10,0,35.45,354.5,Wholesale
2024-06-26,R P Ngaba,FG00082,INV-20240626-R P-257,Customer_73,CUST073,16,3,31.54,599.26,Retail
2024-06-14,Pascal Shop,FG00454,INV-20240614-Pas-185,Customer_70,CUST070,23,0,36.33,835.5899999999999,Retail
2024-06-26,Tshikapa Shop,FG00015,INV-20240626-Tsh-842,Customer_74,CUST074,10,0,9.91,99.1,Retail
2024-06-05,Kolwezi Shop,FG00060,INV-20240605-Kol-520,Customer_99,CUST099,16,0,25.41,406.56,Retail
2024-06-02,Appolo Depot,FG00303,INV-20240602-App-780,Customer_97,CUST097,13,0,21.99,285.87,Hospital
2024-06-19,Matete Shop,FG00120,INV-20240619-Mat-784,Customer_60,CUST060,12,0,21.94,263.28000000000003,Hospital
2024-06-26,Appolo Depot,FG00331,INV-20240626-App-840,Customer_80,CUST080,29,0,14.75,427.75,Wholesale
2024-06-22,Liberte,FG00022,INV-20240622-Lib-443,Customer_10,CUST010,6,0,6.27,37.62,Hospital
2024-06-09,Goma,FG00331,INV-20240609-Gom-199,Customer_44,CUST044,36,0,14.75,531.0,Retail
2024-06-07,Kimpese Shop,FG00115,INV-20240607-Kim-971,Customer_98,CUST098,28,0,48.06,1345.68,Retail
2024-06-02,Mwevu Shop,FG00294,INV-20240602-Mwe-821,Customer_29,CUST029,30,0,18.65,559.5,Retail
2024-06-03,Pascal Shop,FG00091,INV-20240603-Pas-948,Customer_13,CUST013,15,1,5.49,87.84,Retail
2024-06-26,Matadi Shop,FG00191,INV-20240626-Mat-778,Customer_66,CUST066,5,1,8.34,50.04,Retail
2024-06-23,Kikwit Shop,FG00276,INV-20240623-Kik-656,Customer_56,CUST056,24,0,25.57,613.6800000000001,Wholesale
2024-06-18,Millennial Shop,FG00206,INV-20240618-Mil-206,Customer_2,CUST002,32,0,2.17,69.44,Hospital
2024-06-04,Bunia Shop,FG00135,INV-20240604-Bun-498,Customer_8,CUST008,8,0,37.76,302.08,Wholesale
2024-06-10,Tshikapa Shop,FG00429,INV-20240610-Tsh-143,Customer_1,CUST001,16,1,18.19,309.23,Wholesale
2024-06-06,Millennial Shop,FG00227,INV-20240606-Mil-350,Customer_62,CUST062,6,0,73.02,438.12,Wholesale
2024-06-17,Bunia Shop,FG00398,INV-20240617-Bun-753,Customer_50,CUST050,25,1,22.02,572.52,Wholesale
2024-06-10,Matete Shop,FG00384,INV-20240610-Mat-221,Customer_96,CUST096,18,0,35.2,633.6,Hospital
2024-06-14,Tshikapa Shop,FG00112,INV-20240614-Tsh-214,Customer_24,CUST024,15,0,8.9,133.5,Hospital
2024-06-05,Quartier 1 Shop,FG00415,INV-20240605-Qua-297,Customer_10,CUST010,12,0,31.96,383.52,Retail
2024-06-01,Likasi Shop,FG00354,INV-20240601-Lik-267,Customer_37,CUST037,19,0,7.18,136.42,Hospital
2024-06-09,NCPC Shop,FG00408,INV-20240609-NCP-850,Customer_37,CUST037,17,1,1.53,27.54,Wholesale
2024-06-17,Unique Commercial,FG00047,INV-20240617-Uni-557,Customer_79,CUST079,12,0,13.02,156.24,Retail
2024-06-27,Kingaraz,FG00302,INV-20240627-Kin-384,Customer_79,CUST079,23,0,21.63,497.48999999999995,Hospital
2024-06-23,Kimpese Shop,FG00334,INV-20240623-Kim-303,Customer_90,CUST090,36,0,6.69,240.84,Retail
2024-06-24,Goma,FG00030,INV-20240624-Gom-532,Customer_56,CUST056,21,0,3.28,68.88,Wholesale
2024-06-01,R P Ngaba,FG00362,INV-20240601-R P-456,Customer_1,CUST001,29,0,32.52,943.08,Retail
2024-06-24,R P Ngaba,FG00277,INV-20240624-R P-505,Customer_70,CUST070,6,0,60.18,361.08,Retail
